scenarioName,scenarioLoop,stepName,stepLoop,correlationId,requestTimeStamp,responseDelayMilliSec,responseTimeStamp,result,method
"mock-WHEN-event-has-All-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",0,Webhook-Event-Consume,,"5b113ab2-391a-4d61-bd14-d6d2dd3df30b","2020-10-16T21:01:40.956750",5223.0,"2020-10-16T21:01:46.180043",PASSED,consume
"mock-WHEN-event-has-All-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",0,SETUP_RESET_MAPPINGS,,"dfa39353-fe89-4e19-85a4-e05c944e3bfd","2020-10-16T21:01:23.521729",1045.0,"2020-10-16T21:01:24.567095",PASSED,POST
"mock-WHEN-event-has-All-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",0,"Clear-Kafka-Queue-Inventory",,"10870ce3-6b9d-4754-a5d6-7b1784745ee9","2020-10-16T21:01:28.990122",4042.0,"2020-10-16T21:01:33.032298",PASSED,consume
"mock-WHEN-event-has-All-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",0,"Clear-Kafka-Queue-Webhook",,"1de0ea9a-1263-4373-aa86-2df6d7f44a7d","2020-10-16T21:01:24.601233",4387.0,"2020-10-16T21:01:28.988634",PASSED,consume
"mock-WHEN-event-has-All-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",0,"DELAY_for_Wiremock_Processing",,"fbde465b-24cb-4c57-9f57-20ba7d7fc495","2020-10-16T21:01:33.947008",7005.0,"2020-10-16T21:01:40.952991",PASSED,seconds
"mock-WHEN-event-has-All-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",0,"GIVEN_webhook_xtransferOrder_event_posted_on_kafka",,"701f34f4-8650-4e21-91d6-c905e97619ee","2020-10-16T21:01:33.033661",911.0,"2020-10-16T21:01:33.945471",PASSED,produceMessage
"mock-WHEN-event-has-All-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",0,SETUP_DELETE_REQUESTS,,"d95811f1-0b26-4ce1-9206-faa64295c8f0","2020-10-16T21:01:24.572354",27.0,"2020-10-16T21:01:24.599817",PASSED,DELETE
"mock-WHEN-event-has-All-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",0,"EXPECT_GET_call_to_OSP_for_Purchase_order_details",,"310d2299-c643-4b40-b9f6-08e70bc004c7","2020-10-16T21:01:46.181106",18.0,"2020-10-16T21:01:46.199312",FAILED,POST
"mock-WHEN-event-has-zero-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",1,Webhook-Event-Consume,,"542684ab-0b15-47f8-8385-3c76c2e44973","2020-10-16T21:02:01.383306",5195.0,"2020-10-16T21:02:06.578323",PASSED,consume
"mock-WHEN-event-has-zero-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",1,SETUP_DELETE_REQUESTS,,"c40320bc-3243-41e9-88b1-63d901ec5c2c","2020-10-16T21:01:46.265560",12.0,"2020-10-16T21:01:46.277751",PASSED,DELETE
"mock-WHEN-event-has-zero-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",1,SETUP_RESET_MAPPINGS,,"df18b0da-fc29-458b-9351-349e8ab6e8df","2020-10-16T21:01:46.203546",60.0,"2020-10-16T21:01:46.264522",PASSED,POST
"mock-WHEN-event-has-zero-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",1,"DELAY_for_Wiremock_Processing",,"2ec28be7-c82e-4072-ac9d-6b97f15960f7","2020-10-16T21:01:54.375862",7005.0,"2020-10-16T21:02:01.381353",PASSED,seconds
"mock-WHEN-event-has-zero-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",1,"Clear-Kafka-Queue-Webhook",,"905859bf-0b62-4df1-ae7a-d52a582e804d","2020-10-16T21:01:46.278708",4018.0,"2020-10-16T21:01:50.297643",PASSED,consume
"mock-WHEN-event-has-zero-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",1,"Clear-Kafka-Queue-Inventory",,"0b395da9-ca67-4b53-b08e-5a358a70fd51","2020-10-16T21:01:50.298621",4027.0,"2020-10-16T21:01:54.325812",PASSED,consume
"mock-WHEN-event-has-zero-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",1,"EXPECT_GET_call_to_OSP_for_Purchase_order_details",,"44fe9df4-d84e-4fbc-a7b1-1d12482a4aad","2020-10-16T21:02:06.579516",19.0,"2020-10-16T21:02:06.598675",FAILED,POST
"mock-WHEN-event-has-zero-fields-being-TRANSFER-EXPECT-message-posted-to-Desp",1,"GIVEN_webhook_xtransferOrder_event_posted_on_kafka",,"e0675dfe-4270-42eb-8505-3406da9ad8f2","2020-10-16T21:01:54.326641",48.0,"2020-10-16T21:01:54.375079",PASSED,produceMessage
"mock-WHEN-event-has-All-fields-being-ORDER-EXPECT-message-posted-to-Desp",2,"EXPECT_GET_call_to_OSP_for_Purchase_order_details",,"1983f116-f144-4e59-bdfd-41f52c27e88b","2020-10-16T21:02:26.943492",16.0,"2020-10-16T21:02:26.960488",FAILED,POST
"mock-WHEN-event-has-All-fields-being-ORDER-EXPECT-message-posted-to-Desp",2,"Clear-Kafka-Queue-Inventory",,"12420171-9cec-4adf-bb35-5474d9111cc9","2020-10-16T21:02:10.701024",4023.0,"2020-10-16T21:02:14.724825",PASSED,consume
"mock-WHEN-event-has-All-fields-being-ORDER-EXPECT-message-posted-to-Desp",2,"DELAY_for_Wiremock_Processing",,"35aba55e-8eb1-4063-a59c-ea8a47e08641","2020-10-16T21:02:14.768725",7004.0,"2020-10-16T21:02:21.773366",PASSED,seconds
"mock-WHEN-event-has-All-fields-being-ORDER-EXPECT-message-posted-to-Desp",2,"Clear-Kafka-Queue-Webhook",,"ab57eac1-dade-4b4c-9d63-8760cca53976","2020-10-16T21:02:06.679966",4020.0,"2020-10-16T21:02:10.700253",PASSED,consume
"mock-WHEN-event-has-All-fields-being-ORDER-EXPECT-message-posted-to-Desp",2,SETUP_DELETE_REQUESTS,,"48fca81d-605b-48a8-88e5-8c02c4a7dd82","2020-10-16T21:02:06.664904",14.0,"2020-10-16T21:02:06.679169",PASSED,DELETE
"mock-WHEN-event-has-All-fields-being-ORDER-EXPECT-message-posted-to-Desp",2,Webhook-Event-Consume,,"4935f890-ba93-47c4-8e91-e26f693b6cda","2020-10-16T21:02:21.774152",5168.0,"2020-10-16T21:02:26.942460",PASSED,consume
"mock-WHEN-event-has-All-fields-being-ORDER-EXPECT-message-posted-to-Desp",2,"GIVEN_webhook_xtransferOrder_event_posted_on_kafka",,"52d0d71f-df53-40a3-894f-078a6bb05856","2020-10-16T21:02:14.725682",42.0,"2020-10-16T21:02:14.767997",PASSED,produceMessage
"mock-WHEN-event-has-All-fields-being-ORDER-EXPECT-message-posted-to-Desp",2,SETUP_RESET_MAPPINGS,,"e62a1732-4b18-428d-ac72-7658360deedf","2020-10-16T21:02:06.601016",62.0,"2020-10-16T21:02:06.663953",PASSED,POST
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,Webhook-Event-Consume,,"60692a6a-faf7-4e13-8f7a-77fdc5ce74b7","2020-10-16T21:02:42.110208",5063.0,"2020-10-16T21:02:47.174080",PASSED,consume
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,"Clear-Kafka-Queue-Webhook",,"1f731bec-6411-4ca8-8afd-fe48c4ac2913","2020-10-16T21:02:27.029278",4013.0,"2020-10-16T21:02:31.043052",PASSED,consume
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,"EXPECT_PUT_call_to_OSP_to_post_RMS_ID",,"2b14ca17-c113-4bac-82a5-29450e2eea6c","2020-10-16T21:02:47.450736",21.0,"2020-10-16T21:02:47.472282",PASSED,POST
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,"EXPECT_GET_call_to_RMS_to_get_RmsId",,"b31ad9ec-b370-449a-9b4f-a4d77cb07633","2020-10-16T21:02:47.389866",59.0,"2020-10-16T21:02:47.449663",PASSED,POST
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,"EXPECT_GET_call_to_OSP_for_Purchase_order_details",,"a47bdf71-560c-4e0f-86ed-fe01d08e0c54","2020-10-16T21:02:47.175003",213.0,"2020-10-16T21:02:47.388289",PASSED,POST
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,"GIVEN_webhook_xtransferOrder_event_posted_on_kafka",,"3ed4161b-6fb5-4a9b-a320-cb6edf4a87ca","2020-10-16T21:02:35.060854",44.0,"2020-10-16T21:02:35.105470",PASSED,produceMessage
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,SETUP_DELETE_REQUESTS,,"30fabc42-b69d-4be0-a9bf-6fccfa3e833a","2020-10-16T21:02:27.016399",12.0,"2020-10-16T21:02:27.028463",PASSED,DELETE
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,SETUP_RESET_MAPPINGS,,"c609ff6d-9a25-4ca8-8535-c87149edaf44","2020-10-16T21:02:26.962772",52.0,"2020-10-16T21:02:27.015668",PASSED,POST
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,"DELAY_for_Wiremock_Processing",,"fc4a7b02-ed7a-4ee5-86ef-7375ad74c1df","2020-10-16T21:02:35.106187",7003.0,"2020-10-16T21:02:42.109586",PASSED,seconds
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,"EXPECT_purchase_order_message_on_desp",,"ccfdc751-a133-4804-8697-9f2af0cc8cc6","2020-10-16T21:02:47.474034",4022.0,"2020-10-16T21:02:51.496183",FAILED,consume
"mock-WHEN-event-has-zero-fields-being-ORDER-EXPECT-message-posted-to-Desp",3,"Clear-Kafka-Queue-Inventory",,"5f916c8e-eeb7-4240-a177-7b7e0c4a1769","2020-10-16T21:02:31.043807",4016.0,"2020-10-16T21:02:35.060136",PASSED,consume
